Narration,Label
UPI/303251136598/UPI TRANSACTION/EASEMYTRIP/PAYU/AXIS BANK/LTD./AXI1A8C103444C3,TRAVEL
UPI/UBERINDIASYSTEMS UBERINDIASYSTEM/P SPRIVATELIMITED RAZORP@ICICI/ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
UPI UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479-RZP@AXISBANK/UTIB0000100/42263522 8506/UBERRIDE,TRAVEL
UPI/UBERINDIASYSTEMS P/UBER1.RZP@HDFCB / ANK/HDFC0000499 501116582347 PAYVIARAZ ORPAY,TRAVEL
TO ONL UPI/DR 426331737667/IRCTC CF/HDFC / CF@H/I::00211,TRAVEL
UPI/303251488305-UPI TRANSACTION/EASEMYTRIP.PAYU AXIS BANK LTD./AXI486C19C2D095,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM SPRIVATELIMITED.RAZORP@ICICI ICIC0DC0099 //PAYVIARAZORPAY,TRAVEL
UPI/303251136598/UPI / TRANSACTION/EASEMYTRIP.PAYU / AXIS BANK LTD./AXI1A8C103444C3,TRAVEL
UPI/UBERINDIASYSTEMS P / UBERINDIASYSTEM SPRIVATELIMITED.RAZORP@ICICI/ICIC0DC0099 /430251286908/PAYVIARAZORPAY,TRAVEL
BIL/ONL/001018097431/MAKEMYTRIP/HOTEL / 32931,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@A XL UTIB0AXLUPI/PAYMENTFOR/415894805858 PPFR10,TRAVEL
UPI-UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479.RZP@AXISBANK / UTIB0000100/42263522 8506/UBERRIDE,TRAVEL
UPI/303251488305 / UPI TRANSACTION-EASEMYTRIP.PAYU/AXIS BANK LTD./AXI486C19C2D095 / 45515,TRAVEL
BIL/ONL / 001016847988/ONE97COMM-FLIGHT,TRAVEL
TO ONL UPI/DR-426331737667/IRCTC CF HDFC/IRCTC-CF@H/I::00211,TRAVEL
UPI/UBERINDIASYSTEMS P / UBERINDIASYSTEM 971479.RZP@UTIB0000100 AXISBANK/42263522 8506/UBERRIDE,TRAVEL
TO-ONL IRCTC TRAIN TICKETING-MOBILE:PAYMENT-00211,TRAVEL
UPI/HIGHWAYDELITE HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/422307308002-PAYMENTFOR PPBA10,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/422307308002/ PPBA10,TRAVEL
BIL/ONL 001010186318/FLIGHT/ONE97COMM,TRAVEL
UPI-UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479.RZP@AXISBANK UTIB0000100/42263522 8506/UBERRIDE,TRAVEL
/303251136598/UPI / TRANSACTION/EASEMYTRIP.PAYU/AXIS BANK LTD./AXI1A8C103444C3,TRAVEL
HIGHWAYDELITE/UPI/HIGHWAYDELUPIONLINE@A XL/UTIB0AXLUPI/415894805858/PAYMENTFOR PPFR10,TRAVEL
UPI UBERINDIASYSTEMS P/UBER1.RZP@HDFCB ANK/HDFC0000499 501116582347/PAYVIARAZ ORPAY,TRAVEL
UPI/HIGHWAYDELITE / HIGHWAYDELUPIONLINE@Y-BL/YESB0YBLUPI/412210418999/PAYMENTFOR PPFR10,TRAVEL
UPI / 303251136598/UPI TRANSACTION/EASEMYTRIP.PAYU/AXIS-BANK LTD./AXI1A8C103444C3,TRAVEL
ONL/001010186318/ONE97COMM/FLIGHT,TRAVEL
BIL/ONL/001016847988/ONE97COMM/FLIGHT / 98197,TRAVEL
BIL/ONL/001013436267//FLIGHT,TRAVEL
BIL/ONL/001059418803/ONE97COMM-,TRAVEL
UPI / HIGHWAYDELITE/HIGHWAYDELUPIONLINE / Y BL/YESB0YBLUPI/430686016040/PAYMENTFOR PPBA10,TRAVEL
UPI/UBERINDIASYSTEMS/P/UBERINDIASYSTEM 187204 / RZP-RXAIRTEL/AIRP0000011 50273841 5361-UBERRIDE,TRAVEL
UPI/UBERINDIASYSTEMS P/SPRIVATELIMITED UBERINDIASYSTEM.RAZORP@/ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@XL A/UTIB0AXLUPI/ PAYMENTFOR/PPFR10,TRAVEL
TO/ ONL/DR/426331737667/IRCTC CF/HDFC/IRCTC CF@H/I-00211,TRAVEL
UPI-UBERINDIASYSTEMS P UBERINDIASYSTEM 971479.RZP@AXISBANK/UTIB0000100 / 42263522 8506/UBERRIDE,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM SPRIVATELIMITED-RAZORP/ICICI/ICIC0DC0099 /100151527747-UBERRIDE,TRAVEL
TO ONL UPI/DR/426331737667/IRCTC CF-HDFC/IRCTC CF@H/I::00211,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI 430686016040/PAYMENTFOR/PPBA10,TRAVEL
TO-ONL UPI/DR/426331737667/IRCTC CF/HDFC/IRCTC CF@H/I::00211,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE/Y BL/422307308002 YESB0YBLUPI/PAYMENTFOR PPBA10,TRAVEL
UPI/HIGHWAYDELITE-HIGHWAYDELUPIONLINE@XL A/UTIB0AXLUPI/415894805858/PAYMENTFOR PPFR10,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 187204 / @RXAIRTEL/AIRP0000011 / 50273841 5361/UBERRIDE / 43432,TRAVEL
BIL/001018097431/ONL MAKEMYTRIP/HOTEL,TRAVEL
UPI/HIGHWAYDELITE-HIGHWAYDELUPIONLINE@A XL/UTIB0AXLUPI/415894805858/PAYMENTFOR PPFR10,TRAVEL
UPI/P UBERINDIASYSTEMS/UBERINDIASYSTEM 971479.RZP@AXISBANK/UTIB0000100/73522040 3164/PAYVIARAZORPAY,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@A /UTIB0AXLUPI/448863149821/PAYMENTFOR PPFR10 / 39268,TRAVEL
UPI/303251136598/UPI TRANSACTION/EASEMYTRIP.PAYU AXIS-BANK LTD./AXI1A8C103444C3,TRAVEL
UBERINDIASYSTEMS/UPI P/UBERINDIASYSTEM / 971479.RZP@AXISBANK/UTIB0000100/42263522 8506/UBERRIDE,TRAVEL
UPI/UBERINDIASYSTEMS P-UBERINDIASYSTEM SPRIVATELIMITED.RAZORP@ICICI/ICIC0DC0099 /430251286908/PAYVIARAZORPAY,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/412210418999/PAYMENTFOR / PPFR10 / 97603,TRAVEL
TO ONL/IRCTC TRAIN TICKETING MOBILE:00211 / PAYMENT,TRAVEL
BIL/ONL/001058272084/MAKEMYTRIP / 18569,TRAVEL
BIL/ONL/001016847988/ONE97COMM/FLIGHT / 17609,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE / Y BL/YESB0YBLUPI/422307308002/PAYMENTFOR PPBA10,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM SPRIVATELIMITED-RAZORP@ICICI ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
BIL/ONL/000977573170/INDIGO AIR / 60991,TRAVEL
BIL/ONL-000977573170/INDIGO/,TRAVEL
TO ONL IRCTC TRAIN TICKETING / -PAYMENT::00211,TRAVEL
UPI-UBERINDIASYSTEMS P UBERINDIASYSTEM/971479.RZP@UTIB0000100/AXISBANK/73522040 3164/PAYVIARAZORPAY,TRAVEL
UPI/303251136598/UPI TRANSACTION/EASEMYTRIP.PAYU/AXIS BANK / LTD AXI1A8C103444C3,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479.RZP@AXISBANK / UTIB0000100/73522040 / 3164/,TRAVEL
UPI / UBERINDIASYSTEMS P / UBERINDIASYSTEM 971479.@AXISBANK/UTIB0000100 / 42263522 8506/UBERRIDE / 68029,TRAVEL
UPI/303251136598/UPI-/EASEMYTRIP.PAYU/AXIS BANK LTD AXI1A8C103444C3,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE Y BL/YESB0YBLUPI/422307308002/PAYMENTFOR/PPBA10,TRAVEL
BIL/ONL/001013436267/ONE97COMM/FLIGHT / 50668,TRAVEL
UPI/303251136598/UPI TRANSACTION/EASEMYTRIP.PAYU/AXIS/BANK LTD./,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@A XL/UTIB0AXLUPI/415894805858/PAYMENTFOR/PPFR10,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@A / XL/UTIB0AXLUPI/448863149821/PAYMENTFOR PPFR10,TRAVEL
UPI/P UBERINDIASYSTEMS-UBERINDIASYSTEM SPRIVATELIMITED.RAZORP@ICICI/ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/412210418999/PAYMENTFOR PPFR10 / 83555,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y YESB0YBLUPI / BL/430686016040/PAYMENTFOR/PPBA10,TRAVEL
TO/ONL UPI/DR/426331737667/IRCTC CF/HDFC / CF@H/I::00211,TRAVEL
BIL/ONL/001010186318/ONE97COMM/FLIGHT / 51481,TRAVEL
BIL/001018097431/ONL/MAKEMYTRIP/HOTEL,TRAVEL
UPI/HIGHWAYDELITE/@Y BL/YESB0YBLUPI/422307308002/PAYMENTFOR-PPBA10 / 60922,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/422307308002/PAYMENTFOR/PPBA10,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/430686016040 / PAYMENTFOR PPBA10,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@BL Y/YESB0YBLUPI/430686016040/ PPBA10,TRAVEL
BIL / ONL/001016847988/ONE97COMM/FLIGHT,TRAVEL
UPI/UBERINDIASYSTEMS-P/UBER1.RZP@HDFCB ANK/HDFC0000499/501116582347/PAYVIARAZ ORPAY / 7676,TRAVEL
UPI/UBERINDIASYSTEMS / P/UBERINDIASYSTEM SPRIVATELIMITED.RAZORP@ICICI/ICIC0DC0099 /430251286908/PAYVIARAZORPAY,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM SPRIVATELIMITED.RAZORP@ICICI/ICIC0DC0099 //UBERRIDE,TRAVEL
UPI UBERINDIASYSTEMS P/UBER1 / RZP@HDFCB ANK/HDFC0000499/501116582347 PAYVIARAZ ORPAY,TRAVEL
UPI/303251136598/ TRANSACTION/EASEMYTRIP.PAYU/AXIS BANK LTD./AXI1A8C103444C3,TRAVEL
BIL/ONL/001010186318/ONE97COMM/FLIGHT / 40222,TRAVEL
BIL/ONL/MAKEMYTRIP / 001058272084,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 187204.RZP@RXAIRTEL / AIRP0000011-50273841 5361-UBERRIDE,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@A XL/UTIB0AXLUPI/415894805858/PAYMENTFOR / PPFR10,TRAVEL
BIL-ONL/001018097431/MAKEMYTRIP/HOTEL / 31231,TRAVEL
UPI-303251488305/UPI TRANSACTION/EASEMYTRIP / PAYU/AXIS/BANK LTD AXI486C19C2D095,TRAVEL
UPI/UBERINDIASYSTEMS P UBERINDIASYSTEM SPRIVATELIMITED RAZORP@ICICI/ICIC0DC0099 /430251286908/PAYVIARAZORPAY,TRAVEL
TO ONL IRCTC TRAIN TICKETING PAYMENT:MOBILE::00211,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE / Y-BL/YESB0YBLUPI-422307308002/PAYMENTFOR PPBA10,TRAVEL
MMT/414517329054/IMPS / APRIL2024TRAINI/BAPASITARA/CNRB0003310,TRAVEL
/ONL/001078383195 / PAYTMTRAI/TRAINTICKET,TRAVEL
TO ONL UPI-DR-426331737667/IRCTC CF/HDFC/IRCTC CF@H/I::00211,TRAVEL
UPI/UBERINDIASYSTEMS P / UBERINDIASYSTEM 971479.RZP@AXISBANK/UTIB0000100/42263522 8506 / UBERRIDE,TRAVEL
TO ONL UPI/DR 426331737667/IRCTC CF/HDFC IRCTC CF@H / I 00211,TRAVEL
UPI/303251136598/UPI TRANSACTION/EASEMYTRIP.PAYU/AXIS-BANK LTD/AXI1A8C103444C3,TRAVEL
UPI/HIGHWAYDELUPIONLINE / HIGHWAYDELITE@Y BL/YESB0YBLUPI/430686016040/PAYMENTFOR PPBA10,TRAVEL
UPI-303251488305/UPI TRANSACTION/EASEMYTRIP.PAYU/AXIS BANK LTD / AXI486C19C2D095,TRAVEL
BIL/ONL/001010186318/FLIGHT/ONE97COMM,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479.RZP AXISBANK/UTIB0000100/42263522 8506/UBERRIDE,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@A-XL UTIB0AXLUPI/448863149821/PAYMENTFOR PPFR10,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE / Y BL/YESB0YBLUPI/430686016040/PAYMENTFOR PPBA10,TRAVEL
IMPS/MMT/414517329054/APRIL2024TRAINI / BAPASITARA/CNRB0003310,TRAVEL
UPI/UBERINDIASYSTEMS P/UBER1.RZP HDFCB ANK / HDFC0000499/501116582347/PAYVIARAZ ORPAY,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL//430686016040/PAYMENTFOR/PPBA10 / 59162,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479-RZP@AXISBANK/UTIB0000100/73522040 3164/PAYVIARAZORPAY,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@A XL/UTIB0AXLUPI/448863149821/PAYMENTFOR,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM / SPRIVATELIMITED-RAZORP@ICICI/ICIC0DC0099 /430251286908/PAYVIARAZORPAY,TRAVEL
BIL/ONL-/ONE97COMM/FLIGHT,TRAVEL
BIL/ONL/001016847988/FLIGHT/ONE97COMM,TRAVEL
UPI/303251488305/UPI EASEMYTRIP/TRANSACTION.PAYU/AXIS BANK LTD / AXI486C19C2D095,TRAVEL
UPI/303251136598/UPI TRANSACTION/EASEMYTRIP-PAYU/AXIS BANK AXI1A8C103444C3./LTD,TRAVEL
UPI/UBERINDIASYSTEMS P-UBERINDIASYSTEM 971479.RZP@AXISBANK/UTIB0000100/42263522 8506/UBERRIDE,TRAVEL
UPI/HIGHWAYDELITE / HIGHWAYDELUPIONLINE@Y BL YESB0YBLUPI/412210418999/PAYMENTFOR PPFR10,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479.RZP@AXISBANK/UTIB0000100/42263522 8506/UBERRIDE / 93594,TRAVEL
TO ONL UPI/DR/426331737667/ CF-HDFC/IRCTC CF@H/I::00211,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479.@AXISBANK/UTIB0000100/42263522 UBERRIDE/8506,TRAVEL
UPI-/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/422307308002/PAYMENTFOR PPBA10,TRAVEL
UPI UBERINDIASYSTEMS/P UBERINDIASYSTEM 187204.RZP@RXAIRTEL/AIRP0000011/50273841 5361/UBERRIDE,TRAVEL
UPI/303251488305/UPI / TRANSACTION/EASEMYTRIP PAYU AXIS BANK LTD./AXI486C19C2D095,TRAVEL
UPI-HIGHWAYDELITE/HIGHWAYDELUPIONLINE@A XL/UTIB0AXLUPI/448863149821-PAYMENTFOR PPFR10,TRAVEL
UPI UBERINDIASYSTEMS/P / UBERINDIASYSTEM SPRIVATELIMITED-RAZORP@ICICI/ICIC0DC0099 /430251286908/PAYVIARAZORPAY / 77281,TRAVEL
UPI/HIGHWAYDELUPIONLINE/HIGHWAYDELITE@Y BL/YESB0YBLUPI/422307308002/PAYMENTFOR PPBA10,TRAVEL
TO ONL UPI/DR/426331737667/IRCTC CF HDFC/IRCTC CF@H/I::00211,TRAVEL
UPI/UBERINDIASYSTEMS-P/UBERINDIASYSTEM/971479.RZP@AXISBANK/UTIB0000100/73522040 3164/PAYVIARAZORPAY,TRAVEL
TO ONL UPI/DR/426331737667/IRCTC CF/HDFC/IRCTC/CF / H/I::00211,TRAVEL
TO ONL UPI/DR/426331737667/IRCTC CF/HDFC/IRCTC CF@H/I::00211 / 58650,TRAVEL
UPI/UBERINDIASYSTEMS P/UBER1.RZP@HDFCB ANK/HDFC0000499-501116582347/PAYVIARAZ ORPAY,TRAVEL
UPI-UBERINDIASYSTEMS P/UBER1.RZP@HDFCB ANK / HDFC0000499/501116582347/PAYVIARAZ-ORPAY,TRAVEL
UPI/303251488305/UPI TRANSACTION/EASEMYTRIP.PAYU/BANK AXIS LTD./AXI486C19C2D095,TRAVEL
BIL/ONL-000977573170/INDIGO-AIR,TRAVEL
TO/ONL IRCTC TRAIN / TICKETING-MOBILE:PAYMENT::00211,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM SPRIVATELIMITED-RAZORP@ICICI-ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
UPI/UBERINDIASYSTEMS P UBERINDIASYSTEM SPRIVATELIMITED.RAZORP@ICICI/ICIC0DC0099 /430251286908/PAYVIARAZORPAY,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE/Y BL YESB0YBLUPI/430686016040/PAYMENTFOR PPBA10,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y / BL-YESB0YBLUPI 422307308002/ PPBA10,TRAVEL
UPI/UBERINDIASYSTEMS P/UBER1.RZP@HDFCB ANK/HDFC0000499/501116582347/PAYVIARAZ ORPAY / 68061,TRAVEL
UPI/UBERINDIASYSTEMS P-UBERINDIASYSTEM 187204.RZP@RXAIRTEL/AIRP0000011 50273841 5361/UBERRIDE,TRAVEL
UPI / UBERINDIASYSTEMS P/UBERINDIASYSTEM/971479.RZP@AXISBANK UTIB0000100/42263522 8506/UBERRIDE / 34430,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479.RZP@AXISBANK / UTIB0000100/73522040 3164/PAYVIARAZORPAY,TRAVEL
TO ONL UPI/DR / 426331737667 IRCTC CF/HDFC/IRCTC CF@H/I / 00211,TRAVEL
TO ONL-UPI/DR/426331737667/IRCTC CF-HDFC-IRCTC/CF H/I::00211,TRAVEL
/UBERINDIASYSTEMS-P/UBERINDIASYSTEM SPRIVATELIMITED.RAZORP@ICICI/ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
UBERINDIASYSTEMS/UPI P/UBERINDIASYSTEM 971479.RZP@AXISBANK/UTIB0000100/42263522 8506/UBERRIDE,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 187204.RZP@RXAIRTEL/AIRP0000011/50273841 / 5361/UBERRIDE / 49797,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/412210418999/PAYMENTFOR-PPFR10,TRAVEL
BIL / ONL/001010186318/ONE97COMM / FLIGHT,TRAVEL
UPI/303251488305/UPI TRANSACTION/EASEMYTRIP.PAYU / AXIS BANK LTD/AXI486C19C2D095 / 41473,TRAVEL
BIL/ONL/001078383195/TRAINTICKET /,TRAVEL
UBERINDIASYSTEMS/UPI P / UBERINDIASYSTEM 971479.RZP@AXISBANK/UTIB0000100/42263522 8506/UBERRIDE,TRAVEL
BIL/ONL-001078383195/PAYTMTRAI / TRAINTICKET,TRAVEL
TO ONL UPI / DR/426331737667/IRCTC CF/HDFC / IRCTC / CF@H / I::00211,TRAVEL
UPI-HIGHWAYDELITE/HIGHWAYDELUPIONLINE@BL Y/YESB0YBLUPI/412210418999 PAYMENTFOR PPFR10,TRAVEL
UPI/303251136598/UPI TRANSACTION/EASEMYTRIP.PAYU/AXIS BANK LTD AXI1A8C103444C3,TRAVEL
UPI/UBERINDIASYSTEMS / P/UBER1.RZP/HDFCB ANK/HDFC0000499/501116582347/PAYVIARAZ ORPAY,TRAVEL
UPI HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y / BL/YESB0YBLUPI/422307308002/PAYMENTFOR PPBA10,TRAVEL
MMT/IMPS / 414517329054-APRIL2024TRAINI/BAPASITARA/CNRB0003310,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE Y BL/YESB0YBLUPI/412210418999 / PPFR10,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479.RZP@AXISBANK/UTIB0000100/42263522 8506/UBERRIDE / 85724,TRAVEL
UPI/HIGHWAYDELITE HIGHWAYDELUPIONLINE@A XL UTIB0AXLUPI/415894805858/PAYMENTFOR PPFR10,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479.RZP@AXISBANK/UTIB0000100 / 42263522 8506/UBERRIDE / 11998,TRAVEL
UPI/303251488305/UPI TRANSACTION/EASEMYTRIP-PAYU/AXIS BANK LTD./AXI486C19C2D095,TRAVEL
UPI/UBERINDIASYSTEMS UBERINDIASYSTEM/P SPRIVATELIMITED.RAZORP@ICICI/ICIC0DC0099-100151527747/UBERRIDE / 39777,TRAVEL
TO ONL UPI/DR/426331737667/IRCTC CF / HDFC/IRCTC CF@H/I::00211,TRAVEL
UPI HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/430686016040/PAYMENTFOR PPBA10,TRAVEL
BIL ONL 001078383195/PAYTMTRAI/TRAINTICKET,TRAVEL
BIL/ 001018097431/MAKEMYTRIP/HOTEL,TRAVEL
UPI /P/UBERINDIASYSTEM 187204.RZP@RXAIRTEL/AIRP0000011/50273841 5361/UBERRIDE,TRAVEL
BIL/ONL//ONE97COMM / FLIGHT,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM SPRIVATELIMITED/RAZORP/ICICI/ICIC0DC0099 //UBERRIDE,TRAVEL
UPI / HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y-BL/YESB0YBLUPI/412210418999-PPFR10 PAYMENTFOR,TRAVEL
UPI/HIGHWAYDELITE / HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/430686016040/PAYMENTFOR PPBA10,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y / BL/YESB0YBLUPI/430686016040/PAYMENTFOR-PPBA10,TRAVEL
/UBERINDIASYSTEMS UBERINDIASYSTEM/P SPRIVATELIMITED.RAZORP@ICICI/ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
HIGHWAYDELITE/UPI/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/412210418999/PAYMENTFOR PPFR10,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL-YESB0YBLUPI/412210418999/PAYMENTFOR-PPFR10,TRAVEL
UPI/UBERINDIASYSTEMS / P/UBERINDIASYSTEM 971479 / RZP@AXISBANK/UTIB0000100/73522040 3164/PAYVIARAZORPAY,TRAVEL
UPI/HIGHWAYDELITE/A@HIGHWAYDELUPIONLINE XL/UTIB0AXLUPI/415894805858/PAYMENTFOR PPFR10,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM 971479.RZP@AXISBANK UTIB0000100-73522040 3164 / PAYVIARAZORPAY,TRAVEL
UPI/UBERINDIASYSTEMS-/UBER1.RZP@HDFCB ANK / HDFC0000499/501116582347/PAYVIARAZ ORPAY,TRAVEL
UPI/UBERINDIASYSTEMS P / UBERINDIASYSTEM 971479/RZP@AXISBANK/UTIB0000100/42263522 8506/UBERRIDE,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM SPRIVATELIMITED.@ICICI-ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
TO ONL/UPI/DR/426331737667/IRCTC CF/HDFC/IRCTC CF@H/I::00211,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM RAZORP.SPRIVATELIMITED@ICICI/ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/430686016040/PAYMENTFOR PPBA10 / 67691,TRAVEL
BIL/ONL/001016847988-ONE97COMM / FLIGHT / 78795,TRAVEL
/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/430686016040/PAYMENTFOR-PPBA10,TRAVEL
UPI/303251488305/UPI TRANSACTION/EASEMYTRIP.-AXIS BANK LTD./AXI486C19C2D095,TRAVEL
UPI/303251136598/UPI-/EASEMYTRIP.PAYU/AXIS BANK LTD./AXI1A8C103444C3,TRAVEL
UPI/303251488305-UPI TRANSACTION/EASEMYTRIP.PAYU/AXIS/BANK LTD./AXI486C19C2D095,TRAVEL
ONL TO IRCTC TRAIN TICKETING/MOBILE:PAYMENT::00211,TRAVEL
BIL/ONL/001016847988 / ONE97COMM / FLIGHT,TRAVEL
UPI-HIGHWAYDELITE/HIGHWAYDELUPIONLINE@A/XL / UTIB0AXLUPI/415894805858/PAYMENTFOR / PPFR10,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM-187204.RZP/RXAIRTEL/AIRP0000011/50273841 5361/UBERRIDE,TRAVEL
TO ONL UPI/DR/426331737667/IRCTC CF/HDFC/IRCTC CF@H/00211::I,TRAVEL
UPI/303251136598/UPI/TRANSACTION/EASEMYTRIP.PAYU/AXIS/BANK LTD./AXI1A8C103444C3,TRAVEL
UPI/UBERINDIASYSTEMS P UBERINDIASYSTEM 971479.RZP@AXISBANK UTIB0000100/73522040 3164/PAYVIARAZORPAY,TRAVEL
UPI/UPI/303251136598 TRANSACTION EASEMYTRIP.PAYU/AXIS BANK LTD-AXI1A8C103444C3,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM-SPRIVATELIMITED-RAZORP@ICICI/ICIC0DC0099-430251286908/PAYVIARAZORPAY,TRAVEL
UPI/HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/422307308002/PAYMENTFOR PPBA10 / 74813,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM SPRIVATELIMITED.RAZORP-ICICI/ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
BIL/ONL-000977573170/INDIGO / AIR,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM/971479.RZP@AXISBANK UTIB0000100/73522040 3164/PAYVIARAZORPAY,TRAVEL
UPI/UBERINDIASYSTEMS P/UBER1.RZP@ ANK/HDFC0000499/501116582347/PAYVIARAZ ORPAY,TRAVEL
HIGHWAYDELITE/UPI/HIGHWAYDELUPIONLINE@A/XL/UTIB0AXLUPI-448863149821/PAYMENTFOR PPFR10,TRAVEL
BIL/ONL / 001016847988 ONE97COMM/FLIGHT,TRAVEL
UPI/UBERINDIASYSTEMS P/UBERINDIASYSTEM SPRIVATELIMITED.RAZORP@ICICI ICIC0DC0099 /100151527747/UBERRIDE,TRAVEL
UPI / HIGHWAYDELITE/HIGHWAYDELUPIONLINE@Y BL/YESB0YBLUPI/430686016040/PAYMENTFOR PPBA10,TRAVEL
BIL/ONL/001018097431/MAKEMYTRIP/HOTEL / 59214,TRAVEL
